customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureCategory,ChargeCategory,ContractSegment,EstimatedCLV,NumServices,SeniorLabel,HasFamily,RevenueLostIfChurned,CohortMonth,RiskScore,CustomerSegment
CUST-04793,Female,1,Yes,Yes,16,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.32,1534.92,0,13-24 mo,Premium (>$95),Short-Term,1620.4399999999998,4,Senior,1,0.0,2021-09,6,High Risk
CUST-04794,Male,1,No,No,33,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.1,2604.51,0,25-48 mo,High ($65-$95),Long-Term,2689.3999999999996,2,Senior,0,0.0,2020-04,3,Loyal
CUST-04795,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.19,1653.38,0,13-24 mo,Premium (>$95),Short-Term,1731.42,4,Non-Senior,0,0.0,2021-08,5,Medium Risk
CUST-04796,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.39,757.36,1,0-12 mo,High ($65-$95),Short-Term,840.51,4,Non-Senior,0,93.39,2022-05,7,High Risk
CUST-04797,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.82,687.52,1,0-12 mo,Premium (>$95),Short-Term,774.56,5,Non-Senior,1,96.82,2022-06,8,High Risk
CUST-04798,Female,0,No,No,41,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,99.7,4094.83,0,25-48 mo,Premium (>$95),Mid-Term,4187.400000000001,4,Non-Senior,0,0.0,2019-08,4,Medium Risk
CUST-04799,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.69,1630.18,1,13-24 mo,High ($65-$95),Short-Term,1723.11,3,Non-Senior,1,90.69,2021-07,7,High Risk
CUST-04800,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),69.64,285.0,1,0-12 mo,High ($65-$95),Short-Term,348.2,5,Non-Senior,0,69.64,2022-09,7,High Risk
CUST-04801,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),96.91,2319.85,0,13-24 mo,Premium (>$95),Short-Term,2422.75,5,Non-Senior,1,0.0,2021-01,6,High Risk
CUST-04802,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.03,2080.87,0,13-24 mo,Premium (>$95),Short-Term,2185.69,4,Non-Senior,1,0.0,2021-03,6,High Risk
CUST-04803,Male,0,No,No,24,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),92.29,2220.92,0,13-24 mo,High ($65-$95),Mid-Term,2307.25,4,Non-Senior,0,0.0,2021-01,2,Loyal
CUST-04804,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,64.45,1019.42,1,13-24 mo,Medium ($35-$65),Short-Term,1095.65,4,Non-Senior,1,64.45,2021-09,6,High Risk
CUST-04805,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.94,5667.77,0,61-72 mo,High ($65-$95),Long-Term,5746.74,3,Non-Senior,0,0.0,2017-04,3,Loyal
CUST-04806,Male,0,Yes,No,38,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.44,1191.48,0,25-48 mo,Low (<$35),Mid-Term,1226.16,1,Non-Senior,1,0.0,2019-11,0,Loyal
CUST-04807,Male,0,Yes,No,23,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.98,1452.32,1,13-24 mo,Medium ($35-$65),Short-Term,1511.52,3,Non-Senior,1,62.98,2021-02,5,Medium Risk
CUST-04808,Male,1,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.16,2339.22,0,25-48 mo,High ($65-$95),Short-Term,2448.16,4,Senior,0,0.0,2020-12,6,High Risk
CUST-04809,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,60.62,3277.49,0,49-60 mo,Medium ($35-$65),Long-Term,3334.1,3,Non-Senior,1,0.0,2018-07,2,Loyal
CUST-04810,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.84,1287.84,1,13-24 mo,High ($65-$95),Short-Term,1362.6000000000001,5,Non-Senior,0,90.84,2021-11,7,High Risk
CUST-04811,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.33,1832.91,1,13-24 mo,Premium (>$95),Short-Term,1906.27,5,Non-Senior,0,100.33,2021-07,6,High Risk
CUST-04812,Female,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.47,671.25,0,25-48 mo,Low (<$35),Mid-Term,700.92,0,Non-Senior,1,0.0,2020-02,1,Loyal
CUST-04813,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),73.79,1766.49,0,13-24 mo,High ($65-$95),Short-Term,1844.7500000000002,4,Non-Senior,1,0.0,2021-01,6,High Risk
CUST-04814,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.17,529.81,0,13-24 mo,Low (<$35),Mid-Term,546.89,1,Non-Senior,0,0.0,2021-09,0,Loyal
CUST-04815,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,103.09,4848.92,0,25-48 mo,Premium (>$95),Mid-Term,4948.32,6,Non-Senior,1,0.0,2019-02,3,Loyal
CUST-04816,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.71,2771.47,0,25-48 mo,Premium (>$95),Short-Term,2862.5899999999997,4,Non-Senior,0,0.0,2020-09,6,High Risk
CUST-04817,Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.64,326.22,0,13-24 mo,Low (<$35),Short-Term,354.6,0,Non-Senior,0,0.0,2021-11,4,Medium Risk
CUST-04818,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,68.48,1929.44,0,25-48 mo,High ($65-$95),Long-Term,1985.92,4,Non-Senior,0,0.0,2020-09,1,Loyal
CUST-04819,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.08,1181.01,0,13-24 mo,High ($65-$95),Short-Term,1261.44,4,Non-Senior,0,0.0,2021-08,7,High Risk
CUST-04820,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.33,173.11,1,0-12 mo,Low (<$35),Short-Term,191.31,2,Non-Senior,0,27.33,2022-07,5,Medium Risk
CUST-04821,Female,0,No,No,38,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.89,1197.58,0,25-48 mo,Low (<$35),Long-Term,1204.71,1,Non-Senior,0,0.0,2019-11,0,Loyal
CUST-04822,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.92,885.87,1,25-48 mo,Low (<$35),Short-Term,897.6,1,Non-Senior,0,29.92,2020-08,3,Loyal
CUST-04823,Male,0,No,No,31,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,56.52,1777.15,0,25-48 mo,Medium ($35-$65),Long-Term,1808.64,2,Non-Senior,0,0.0,2020-06,2,Loyal
CUST-04824,Female,1,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.13,2017.32,1,13-24 mo,Premium (>$95),Short-Term,2136.8599999999997,4,Senior,1,97.13,2021-04,7,High Risk
CUST-04825,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,94.3,90.64,1,0-12 mo,High ($65-$95),Short-Term,188.6,5,Non-Senior,1,94.3,2022-12,9,High Risk
CUST-04826,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.54,834.08,1,25-48 mo,Low (<$35),Short-Term,878.5799999999999,2,Non-Senior,0,32.54,2020-11,3,Loyal
CUST-04827,Female,1,No,No,58,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,87.32,5066.07,0,49-60 mo,High ($65-$95),Long-Term,5151.879999999999,6,Senior,0,0.0,2018-03,3,Loyal
CUST-04828,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.95,1110.58,0,25-48 mo,Low (<$35),Long-Term,1145.95,2,Non-Senior,1,0.0,2019-09,0,Loyal
CUST-04829,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),82.72,2400.03,0,25-48 mo,High ($65-$95),Short-Term,2481.6,6,Non-Senior,1,0.0,2020-08,4,Medium Risk
CUST-04830,Male,1,No,Yes,29,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.27,1972.28,1,25-48 mo,High ($65-$95),Short-Term,2048.1,4,Senior,1,68.27,2020-08,7,High Risk
CUST-04831,Male,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),81.52,2274.31,0,25-48 mo,High ($65-$95),Short-Term,2364.08,5,Non-Senior,1,0.0,2020-09,5,Medium Risk
CUST-04832,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.67,1240.83,0,13-24 mo,High ($65-$95),Short-Term,1304.73,5,Non-Senior,1,0.0,2021-07,7,High Risk
CUST-04833,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.91,1621.43,0,25-48 mo,Medium ($35-$65),Short-Term,1687.6599999999999,3,Non-Senior,1,0.0,2020-12,4,Medium Risk
CUST-04834,Female,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,46.43,2513.2,0,49-60 mo,Medium ($35-$65),Long-Term,2553.65,3,Non-Senior,1,0.0,2018-07,2,Loyal
CUST-04835,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),105.91,4551.29,0,25-48 mo,Premium (>$95),Long-Term,4660.04,6,Non-Senior,0,0.0,2019-06,1,Loyal
CUST-04836,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,107.81,3881.76,0,25-48 mo,Premium (>$95),Long-Term,3988.9700000000003,6,Senior,1,0.0,2020-01,2,Loyal
CUST-04837,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.37,820.15,1,25-48 mo,Low (<$35),Short-Term,841.6199999999999,1,Non-Senior,1,32.37,2020-12,3,Loyal
CUST-04838,Male,0,No,No,57,Yes,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.69,3857.07,1,49-60 mo,High ($65-$95),Long-Term,3926.02,3,Non-Senior,0,67.69,2018-04,2,Loyal
CUST-04839,Female,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,87.26,3047.56,0,25-48 mo,High ($65-$95),Long-Term,3141.36,4,Senior,0,0.0,2020-02,3,Loyal
CUST-04840,Male,1,No,No,24,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.17,1944.61,1,13-24 mo,High ($65-$95),Short-Term,2004.25,5,Senior,0,80.17,2021-01,5,Medium Risk
CUST-04841,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,90.57,3529.76,0,25-48 mo,High ($65-$95),Long-Term,3622.7999999999997,3,Non-Senior,1,0.0,2019-10,4,Medium Risk
CUST-04842,Male,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.13,477.16,0,25-48 mo,Low (<$35),Short-Term,507.64,0,Non-Senior,1,0.0,2020-10,3,Loyal
CUST-04843,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.54,309.68,1,0-12 mo,Premium (>$95),Short-Term,414.16,5,Non-Senior,0,103.54,2022-10,7,High Risk
CUST-04844,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.9,277.48,0,0-12 mo,Low (<$35),Short-Term,317.9,2,Non-Senior,1,0.0,2022-03,5,Medium Risk
CUST-04845,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.29,458.8,0,13-24 mo,Low (<$35),Short-Term,497.93,2,Non-Senior,0,0.0,2021-09,3,Loyal
CUST-04846,Male,1,Yes,No,28,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.83,2043.54,1,25-48 mo,High ($65-$95),Short-Term,2112.07,4,Senior,1,72.83,2020-09,5,Medium Risk
CUST-04847,Male,1,Yes,Yes,58,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),68.41,3983.15,0,49-60 mo,High ($65-$95),Long-Term,4036.1899999999996,4,Senior,1,0.0,2018-03,2,Loyal
CUST-04848,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,108.37,3777.77,1,25-48 mo,Premium (>$95),Mid-Term,3901.32,6,Non-Senior,1,108.37,2020-02,3,Loyal
CUST-04849,Female,0,No,No,34,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,94.29,3210.3,1,25-48 mo,High ($65-$95),Mid-Term,3300.15,4,Non-Senior,0,94.29,2020-03,2,Loyal
CUST-04850,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.34,1975.25,0,13-24 mo,Premium (>$95),Short-Term,2066.8,6,Non-Senior,1,0.0,2021-06,5,Medium Risk
CUST-04851,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,91.26,1812.13,1,13-24 mo,High ($65-$95),Short-Term,1916.46,3,Non-Senior,1,91.26,2021-05,7,High Risk
CUST-04852,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),71.73,1509.51,0,13-24 mo,High ($65-$95),Short-Term,1578.0600000000002,3,Non-Senior,1,0.0,2021-04,6,High Risk
CUST-04853,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.93,235.46,0,0-12 mo,Low (<$35),Short-Term,271.44,1,Non-Senior,1,0.0,2022-06,5,Medium Risk
CUST-04854,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,73.04,1969.54,0,25-48 mo,High ($65-$95),Mid-Term,2045.1200000000001,4,Non-Senior,1,0.0,2020-10,3,Loyal
CUST-04855,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,79.19,2693.6,0,25-48 mo,High ($65-$95),Mid-Term,2771.65,6,Non-Senior,1,0.0,2020-03,2,Loyal
CUST-04856,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.62,281.89,1,0-12 mo,High ($65-$95),Short-Term,358.48,4,Non-Senior,1,89.62,2022-10,7,High Risk
CUST-04857,Male,0,No,No,26,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,86.57,2227.53,1,25-48 mo,High ($65-$95),Long-Term,2337.39,3,Non-Senior,0,86.57,2020-11,4,Medium Risk
CUST-04858,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.69,2566.13,1,25-48 mo,Premium (>$95),Short-Term,2679.3199999999997,4,Non-Senior,1,95.69,2020-10,5,Medium Risk
CUST-04859,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.67,301.06,1,0-12 mo,Low (<$35),Short-Term,348.37,1,Non-Senior,1,31.67,2022-03,5,Medium Risk
CUST-04860,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.7,6157.02,0,61-72 mo,High ($65-$95),Long-Term,6250.2,5,Non-Senior,1,0.0,2017-08,2,Loyal
CUST-04861,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,78.16,2496.52,1,25-48 mo,High ($65-$95),Long-Term,2579.2799999999997,5,Non-Senior,0,78.16,2020-05,4,Medium Risk
CUST-04862,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.98,2017.44,1,25-48 mo,High ($65-$95),Short-Term,2079.48,5,Non-Senior,1,79.98,2020-12,6,High Risk
CUST-04863,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.15,832.93,1,13-24 mo,Medium ($35-$65),Short-Term,914.4,3,Non-Senior,1,57.15,2021-10,5,Medium Risk
CUST-04864,Male,0,No,No,26,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.92,1878.11,0,25-48 mo,High ($65-$95),Short-Term,1941.8400000000001,5,Non-Senior,0,0.0,2020-11,7,High Risk
CUST-04865,Male,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.53,329.29,0,13-24 mo,Low (<$35),Short-Term,360.48,0,Non-Senior,0,0.0,2021-10,3,Loyal
CUST-04866,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.65,895.03,0,25-48 mo,Low (<$35),Mid-Term,919.15,1,Non-Senior,1,0.0,2020-07,1,Loyal
CUST-04867,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),97.71,302.97,1,0-12 mo,Premium (>$95),Short-Term,390.84,4,Non-Senior,1,97.71,2022-10,8,High Risk
CUST-04868,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,113.31,4299.74,0,25-48 mo,Premium (>$95),Mid-Term,4419.09,5,Non-Senior,0,0.0,2019-11,4,Medium Risk
CUST-04869,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.41,2819.01,1,25-48 mo,Premium (>$95),Short-Term,2922.2999999999997,5,Senior,1,97.41,2020-08,6,High Risk
CUST-04870,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,79.18,3721.31,0,25-48 mo,High ($65-$95),Long-Term,3800.6400000000003,6,Non-Senior,0,0.0,2019-02,2,Loyal
CUST-04871,Female,1,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.57,2703.8,1,25-48 mo,High ($65-$95),Mid-Term,2776.6699999999996,6,Senior,1,89.57,2020-07,2,Loyal
CUST-04872,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),95.3,2869.37,1,25-48 mo,Premium (>$95),Mid-Term,2954.2999999999997,4,Non-Senior,1,95.3,2020-07,2,Loyal
CUST-04873,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),78.83,1102.9,1,13-24 mo,High ($65-$95),Mid-Term,1182.45,6,Non-Senior,1,78.83,2021-11,2,Loyal
CUST-04874,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.88,874.57,0,25-48 mo,Low (<$35),Long-Term,905.8,2,Non-Senior,0,0.0,2020-03,0,Loyal
CUST-04875,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,99.69,6882.41,0,61-72 mo,Premium (>$95),Long-Term,6978.3,4,Non-Senior,0,0.0,2017-05,3,Loyal
CUST-04876,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,59.81,1009.63,0,13-24 mo,Medium ($35-$65),Mid-Term,1076.58,3,Non-Senior,1,0.0,2021-08,2,Loyal
CUST-04877,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,104.24,2501.39,1,13-24 mo,Premium (>$95),Mid-Term,2606.0,5,Non-Senior,0,104.24,2021-01,3,Loyal
CUST-04878,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),94.45,3589.12,0,25-48 mo,High ($65-$95),Mid-Term,3683.55,5,Non-Senior,1,0.0,2019-11,2,Loyal
CUST-04879,Male,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),111.49,234.35,1,0-12 mo,Premium (>$95),Short-Term,334.46999999999997,5,Non-Senior,0,111.49,2022-11,7,High Risk
CUST-04880,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.96,464.94,0,13-24 mo,Low (<$35),Short-Term,494.40000000000003,1,Non-Senior,0,0.0,2021-11,3,Loyal
CUST-04881,Male,1,Yes,Yes,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.23,423.77,1,0-12 mo,High ($65-$95),Short-Term,517.38,6,Senior,1,86.23,2022-08,7,High Risk
CUST-04882,Male,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,85.81,2899.82,0,25-48 mo,High ($65-$95),Mid-Term,3003.35,4,Senior,1,0.0,2020-03,3,Loyal
CUST-04883,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.03,933.6,1,0-12 mo,High ($65-$95),Short-Term,1032.3600000000001,3,Non-Senior,0,86.03,2022-02,8,High Risk
CUST-04884,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),95.02,287.38,0,0-12 mo,Premium (>$95),Short-Term,380.08,5,Non-Senior,0,0.0,2022-10,7,High Risk
CUST-04885,Female,1,Yes,No,12,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.47,733.85,1,0-12 mo,Medium ($35-$65),Short-Term,786.11,3,Senior,1,60.47,2022-01,8,High Risk
CUST-04886,Male,0,Yes,Yes,14,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.24,1015.94,1,13-24 mo,High ($65-$95),Short-Term,1083.6,4,Non-Senior,1,72.24,2021-11,6,High Risk
CUST-04887,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,71.74,2144.04,0,25-48 mo,High ($65-$95),Long-Term,2223.94,5,Non-Senior,0,0.0,2020-07,3,Loyal
CUST-04888,Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.74,2336.86,1,25-48 mo,High ($65-$95),Short-Term,2422.2,6,Non-Senior,0,80.74,2020-08,4,Medium Risk
CUST-04889,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.29,1351.66,0,25-48 mo,Low (<$35),Long-Term,1388.47,1,Non-Senior,0,0.0,2019-07,0,Loyal
CUST-04890,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.04,1012.26,0,25-48 mo,Low (<$35),Mid-Term,1051.3999999999999,2,Non-Senior,1,0.0,2020-03,0,Loyal
CUST-04891,Female,1,No,No,22,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.74,1993.56,1,13-24 mo,High ($65-$95),Short-Term,2087.02,3,Senior,0,90.74,2021-03,7,High Risk
CUST-04892,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),99.16,2479.15,0,25-48 mo,Premium (>$95),Mid-Term,2578.16,5,Non-Senior,1,0.0,2020-12,3,Loyal
CUST-04893,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,92.71,1394.08,1,13-24 mo,High ($65-$95),Short-Term,1483.36,4,Non-Senior,1,92.71,2021-10,6,High Risk
CUST-04894,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,94.48,91.71,1,0-12 mo,High ($65-$95),Short-Term,188.96,5,Senior,1,94.48,2022-12,7,High Risk
CUST-04895,Male,1,No,No,23,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,92.24,2125.8,0,13-24 mo,High ($65-$95),Short-Term,2213.7599999999998,3,Senior,0,0.0,2021-02,7,High Risk
CUST-04896,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.6,4542.29,0,49-60 mo,High ($65-$95),Long-Term,4616.799999999999,3,Non-Senior,0,0.0,2018-04,3,Loyal
