customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05171,Female,0,No,No,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.84,272.95,No
CUST-05172,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),77.99,3203.62,No
CUST-05173,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.5,437.29,Yes
CUST-05174,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,100.48,7117.8,No
CUST-05175,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.64,1484.02,No
CUST-05176,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.8,1927.76,No
CUST-05177,Female,1,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.49,1229.31,No
CUST-05178,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),77.18,1691.26,Yes
CUST-05179,Female,0,No,No,22,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),66.16,1444.39,Yes
CUST-05180,Female,0,No,No,28,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,106.35,2977.69,Yes
CUST-05181,Female,0,No,No,46,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),58.26,2690.26,Yes
CUST-05182,Male,0,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.77,549.61,No
CUST-05183,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,96.65,4137.63,No
CUST-05184,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,60.44,2223.57,No
CUST-05185,Female,1,Yes,No,62,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),66.67,4150.51,No
CUST-05186,Female,1,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.68,1000.24,No
CUST-05187,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,98.57,2164.88,Yes
CUST-05188,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.66,1670.46,No
CUST-05189,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.93,601.95,No
CUST-05190,Male,0,No,No,13,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,85.34,1106.64,No
CUST-05191,Male,0,Yes,No,70,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,75.45,5287.0,Yes
CUST-05192,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.07,1481.84,No
CUST-05193,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.91,1015.98,No
CUST-05194,Female,1,Yes,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,73.83,1403.65,Yes
CUST-05195,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.47,1912.48,Yes
CUST-05196,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.15,60.82,No
CUST-05197,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.07,422.15,Yes
CUST-05198,Female,1,No,No,16,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.42,1040.03,No
CUST-05199,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.48,1416.17,Yes
CUST-05200,Female,0,No,No,9,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.57,752.35,Yes
CUST-05201,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,85.59,2054.15,No
CUST-05202,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),58.5,2752.93,No
CUST-05203,Male,1,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.34,276.54,No
CUST-05204,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.63,594.53,Yes
CUST-05205,Female,0,Yes,Yes,23,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.94,2000.2,No
CUST-05206,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.52,2823.91,Yes
CUST-05207,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.59,206.41,Yes
CUST-05208,Male,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),61.31,1724.51,No
CUST-05209,Male,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.82,2103.84,No
CUST-05210,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.99,163.1,Yes
CUST-05211,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.21,1346.24,Yes
CUST-05212,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.91,1048.56,Yes
CUST-05213,Female,1,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,87.06,877.84,Yes
CUST-05214,Female,0,No,No,63,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,89.65,5660.08,No
CUST-05215,Female,0,No,No,58,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,97.2,5624.09,No
CUST-05216,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,94.72,1412.52,Yes
CUST-05217,Female,0,Yes,No,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.22,730.02,Yes
CUST-05218,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.13,1777.53,No
CUST-05219,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,69.43,134.65,Yes
CUST-05220,Female,0,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,102.3,5736.61,No
CUST-05221,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,103.31,2898.65,No
CUST-05222,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,89.8,1702.76,Yes
CUST-05223,Male,0,No,No,17,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,62.23,1050.25,Yes
CUST-05224,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,77.35,3086.72,No
CUST-05225,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),81.65,2458.67,No
CUST-05226,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.57,1189.37,Yes
CUST-05227,Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.2,1108.53,Yes
CUST-05228,Female,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),98.9,196.11,Yes
CUST-05229,Male,0,No,No,9,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.05,752.94,No
CUST-05230,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.26,1694.58,Yes
CUST-05231,Male,0,Yes,Yes,17,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.4,1652.99,No
CUST-05232,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.9,328.24,No
CUST-05233,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.73,408.36,Yes
CUST-05234,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,72.35,361.51,Yes
CUST-05235,Male,0,Yes,Yes,14,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),104.35,1457.37,Yes
CUST-05236,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.46,477.99,No
CUST-05237,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.22,506.7,No
CUST-05238,Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,109.21,3285.11,No
CUST-05239,Female,0,Yes,Yes,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),62.57,4195.57,No
CUST-05240,Female,0,No,No,56,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,88.66,4972.23,No
CUST-05241,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.85,2176.16,No
CUST-05242,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,90.35,3785.52,No
CUST-05243,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,67.52,1558.37,No
CUST-05244,Male,0,Yes,Yes,29,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.61,2145.95,Yes
CUST-05245,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),103.78,3841.81,No
CUST-05246,Male,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),98.47,5106.92,Yes
CUST-05247,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,113.2,2503.82,Yes
CUST-05248,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.89,87.81,No
CUST-05249,Female,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.56,1140.5,No
CUST-05250,Female,1,No,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.24,1354.67,No
CUST-05251,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.05,2058.4,No
CUST-05252,Male,0,No,No,21,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,88.83,1870.3,Yes
CUST-05253,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.23,481.37,Yes
CUST-05254,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,97.12,103.73,Yes
CUST-05255,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,68.75,413.51,No
CUST-05256,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),60.24,1986.7,Yes
CUST-05257,Female,0,Yes,Yes,40,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,53.52,2159.23,Yes
CUST-05258,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.8,1735.43,No
CUST-05259,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2547.66,Yes
CUST-05260,Female,0,Yes,No,23,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.88,1559.79,Yes
CUST-05261,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,79.71,1443.01,No
CUST-05262,Male,0,No,No,49,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,85.63,4206.83,No
CUST-05263,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),97.4,506.33,No
CUST-05264,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.98,617.74,Yes
CUST-05265,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,105.37,726.85,No
CUST-05266,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.7,5337.35,No
CUST-05267,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,112.28,1667.7,No
CUST-05268,Male,0,No,No,29,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,105.09,3033.2,Yes
CUST-05269,Male,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.71,1793.68,Yes
CUST-05270,Male,1,No,No,18,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.87,1704.76,No
CUST-05271,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.42,435.23,Yes
CUST-05272,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.76,2544.2,Yes
CUST-05273,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.0,581.87,Yes
CUST-05274,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.29,470.26,No
CUST-05275,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),97.87,2252.27,No
CUST-05276,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,74.9,2765.89,Yes
CUST-05277,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.7,988.93,No
CUST-05278,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),107.56,2137.41,No
CUST-05279,Male,0,No,No,27,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.84,2342.78,No
CUST-05280,Male,0,Yes,Yes,18,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,96.6,1735.36,No
CUST-05281,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.9,2827.41,Yes
CUST-05282,Male,0,Yes,Yes,43,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,90.56,3909.03,No
CUST-05283,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.59,1707.7,No
CUST-05284,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.92,559.8,Yes
CUST-05285,Male,0,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,82.99,1900.38,No
CUST-05286,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,68.96,490.41,Yes
CUST-05287,Female,0,No,No,24,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.79,1675.08,Yes
CUST-05288,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.14,1641.84,No
CUST-05289,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,62.81,1821.49,No
CUST-05290,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),94.35,5097.89,No
CUST-05291,Male,0,Yes,Yes,14,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),66.74,930.36,No
CUST-05292,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.71,2447.15,Yes
CUST-05293,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.54,1120.95,No
CUST-05294,Male,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,53.27,1588.32,Yes
CUST-05295,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,99.1,2071.81,No
CUST-05296,Female,0,No,Yes,11,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.32,751.5,Yes
CUST-05297,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,86.23,1634.41,No
CUST-05298,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,77.38,2016.88,Yes
CUST-05299,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.37,1823.84,Yes
CUST-05300,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,100.43,6426.33,No
CUST-05301,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.34,1664.45,No
CUST-05302,Female,1,No,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,119.0,1559.92,Yes
CUST-05303,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.1,514.74,No
CUST-05304,Male,0,Yes,Yes,20,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.49,1833.26,No
CUST-05305,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.56,866.29,No
CUST-05306,Male,0,No,No,15,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.15,1428.72,Yes
CUST-05307,Female,0,No,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.21,850.49,No
CUST-05308,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,101.75,614.64,No
CUST-05309,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,104.31,2211.02,No
CUST-05310,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,97.08,4469.92,No
CUST-05311,Female,0,Yes,Yes,35,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.95,2377.67,No
CUST-05312,Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,77.88,1257.02,No
CUST-05313,Male,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),92.6,4368.26,No
CUST-05314,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),82.49,3703.4,Yes
CUST-05315,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,88.64,3707.94,Yes
CUST-05316,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.87,2151.87,No
CUST-05317,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.73,840.29,Yes
CUST-05318,Male,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.34,1759.04,No
CUST-05319,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,86.63,689.92,Yes
CUST-05320,Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,75.82,3263.43,No
CUST-05321,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.4,939.62,No
CUST-05322,Female,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,86.43,2415.32,No
CUST-05323,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.27,530.31,Yes
CUST-05324,Female,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.65,286.11,No
CUST-05325,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.58,1508.58,No
CUST-05326,Female,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,61.46,3626.18,No
CUST-05327,Male,1,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,66.39,645.92,Yes
CUST-05328,Male,0,No,No,26,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.43,706.22,No
CUST-05329,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),102.39,1639.32,Yes
CUST-05330,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.35,720.52,Yes
CUST-05331,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,83.66,1606.67,No
CUST-05332,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.42,73.95,Yes
CUST-05333,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,95.03,2941.57,No
CUST-05334,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,113.17,5443.09,No
CUST-05335,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,96.21,3576.11,No
CUST-05336,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,112.16,5180.8,No
CUST-05337,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.41,383.45,No
CUST-05338,Male,0,Yes,Yes,18,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.8,1270.77,No
CUST-05339,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.49,362.38,No
CUST-05340,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),52.08,2362.09,Yes
CUST-05341,Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.32,1193.89,No
CUST-05342,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),89.79,3601.85,No
CUST-05343,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,69.39,1538.82,No
CUST-05344,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.29,1659.02,Yes
CUST-05345,Female,0,Yes,Yes,14,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,62.3,887.83,No
CUST-05346,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.1,299.86,Yes
CUST-05347,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,60.39,3675.29,No
